100000 / 10
200.62197198, -263.07859229, 0
141.99705680, -338.57536122, 0
-245.67687275, -359.12602646, 0
134.87608950, -271.14281221, 0
317.54634500, -254.78109899, 0
-333.23395936, -273.91055115, 0
296.75525791, -276.17232020, 0
-128.13226022, -474.99219363, 0
-343.00104543, -360.58807164, 0
-185.95334527, 125.37587120, 0
129.60464810, -75.71851778, 0
-297.37757408, -65.61332705, 0
-54.58594898, 206.45046360, 0
171.15549530, 343.82336331, 0
-328.82092096, -342.12126801, 0
-142.21808924, -378.49399032, 0
120.22503454, -300.84922245, 0
126.34330241, 328.38517574, 0
252.95296157, -309.37997474, 0
78.12195867, -0.18249957, 0
-208.02831895, -432.28099978, 0
9.42823206, 214.65640974, 0
-149.43954480, -355.85360083, 0
-119.54695620, -337.79046079, 0
-212.78778654, 192.83438948, 0
-83.59326859, 271.05421652, 0
-112.12964536, 247.53841786, 0
98.59156497, -159.20406219, 0
-330.34249419, -323.55746582, 0
212.23919080, 303.99955690, 0
94.22911333, -272.55938222, 0
148.06593752, 43.59959654, 0
-168.26131540, -475.16754529, 0
-110.02770677, -487.16544755, 0
-385.22466253, -17.86116279, 0
-422.45657548, -190.03000058, 0
83.24242821, 297.82370049, 0
179.35095879, 331.43748947, 0
-354.63521839, -44.52403454, 0
-236.60719186, -176.76851607, 0
-100.30077090, 220.03408274, 0
35.21031721, 12.73811643, 0
166.28934920, 236.42549815, 0
162.32210777, 255.08283118, 0
-284.05178576, -31.68841028, 0
10.96244573, -152.86638886, 0
-253.21118489, -360.61117635, 0
100.74439935, 253.91045364, 0
113.08286745, -142.45810153, 0
-258.91185444, 299.07008590, 0
-33.47893048, 248.20897229, 0
-337.30319255, -99.54076858, 0
-212.47596028, -370.64671701, 0
253.48044612, -341.65837584, 0
399.34869612, -249.16922596, 0
138.53801897, 356.41569185, 0
384.94782739, -308.61098645, 0
-238.46864898, 189.73512280, 0
-8.89340978, 232.13417704, 0
-256.94101291, 273.02838191, 0
-308.75263581, -135.81063775, 0
-216.96142829, -389.96371697, 0
133.10235035, -303.34182098, 0
-187.25105338, 130.86764958, 0
-12.87168367, 193.47658257, 0
161.80760451, 243.33777311, 0
-402.22171373, 18.99873745, 0
301.38807443, -322.51054916, 0
-130.65952670, 221.93247762, 0
136.06318509, -321.91152199, 0
194.43059406, -235.41127346, 0
-298.12210520, -34.37658251, 0
141.07433055, 107.81667982, 0
-317.34383343, -345.49614110, 0
-345.97219286, -252.62536642, 0
-159.66571930, -456.65205791, 0
236.52038942, -330.26302749, 0
153.41844712, -312.15692380, 0
-150.57733438, -411.01223719, 0
-280.01593838, -327.12794325, 0
133.15677823, -297.71345975, 0
-377.35945596, -21.82926048, 0
8.02691954, -108.87702960, 0
191.82023372, -386.04838135, 0
55.51011170, 33.16927374, 0
194.80073049, -316.00189768, 0
-154.32896836, -383.12395788, 0
-228.47831165, 219.44374002, 0
121.86458221, -251.61388473, 0
136.38290476, 321.34887531, 0
-94.71958882, 248.82415491, 0
-316.07327729, -63.57297003, 0
-34.38832331, 134.97540875, 0
-368.54485291, 29.97956523, 0
67.78969056, 229.94111881, 0
-159.08149223, 156.47838211, 0
79.76466009, 6.55529620, 0
-4.85471083, 168.87204452, 0
-159.45736470, 280.03717252, 0
-49.93443493, -334.99709583, 0
-144.26472063, 218.37820117, 0
302.93757421, -219.67224253, 0
118.29825804, 314.89221464, 0
198.41492425, 268.84002874, 0
37.33060784, -81.19135830, 0
74.89331702, 285.47440214, 0
182.21140404, -73.70875829, 0
-79.70208865, 145.96099009, 0
-129.88455366, 267.11312461, 0
133.01176736, -283.47921012, 0
167.11804143, 287.73587857, 0
92.15484720, -338.51534910, 0
-54.47723729, 254.33734906, 0
339.06862557, -279.03322123, 0
-13.13557301, 161.38605886, 0
131.99339154, -4.93706164, 0
-147.59828818, 159.51281723, 0
94.12784469, 52.35795176, 0
287.46882965, -326.60826429, 0
117.71083325, 131.64910055, 0
-99.99174344, -236.77662502, 0
-128.74844339, -469.38407947, 0
245.66283654, 250.28909210, 0
-267.31052889, -345.02398876, 0
194.96581376, -293.96874929, 0
96.60025689, 286.52688652, 0
113.21538147, -340.55874061, 0
94.96007149, 288.39841755, 0
-92.54309759, -485.57696633, 0
214.75272737, -289.50105355, 0
16.80589764, 80.44476702, 0
-228.28728426, 258.61649035, 0
-22.45510445, 110.99426090, 0
114.35488546, 192.38686880, 0
-71.07533119, 162.01771691, 0
-317.77908020, 199.85822157, 0
-75.74276439, -289.56644317, 0
42.04432264, -21.60597337, 0
-84.91922030, 185.01612739, 0
-89.52794031, 176.98508332, 0
-149.60086431, -406.48904751, 0
-117.76317549, 169.42844943, 0
87.57914991, 215.48598869, 0
