100000 / 10
200.62197198, -263.07859229, 6
141.99705680, -338.57536122, 6
-245.67687275, -359.12602646, 9
134.87608950, -271.14281221, 6
317.54634500, -254.78109899, 3
-333.23395936, -273.91055115, 9
296.75525791, -276.17232020, 3
-128.13226022, -474.99219363, 4
-343.00104543, -360.58807164, 9
-185.95334527, 125.37587120, 2
129.60464810, -75.71851778, 5
-297.37757408, -65.61332705, 8
-54.58594898, 206.45046360, 7
171.15549530, 343.82336331, 1
-328.82092096, -342.12126801, 9
-142.21808924, -378.49399032, 4
120.22503454, -300.84922245, 6
126.34330241, 328.38517574, 1
252.95296157, -309.37997474, 3
78.12195867, -0.18249957, 5
-208.02831895, -432.28099978, 4
9.42823206, 214.65640974, 7
-149.43954480, -355.85360083, 4
-119.54695620, -337.79046079, 4
-212.78778654, 192.83438948, 2
-83.59326859, 271.05421652, 7
-112.12964536, 247.53841786, 7
98.59156497, -159.20406219, 0
-330.34249419, -323.55746582, 9
212.23919080, 303.99955690, 1
94.22911333, -272.55938222, 6
148.06593752, 43.59959654, 5
-168.26131540, -475.16754529, 4
-110.02770677, -487.16544755, 4
-385.22466253, -17.86116279, 8
-422.45657548, -190.03000058, 8
83.24242821, 297.82370049, 1
179.35095879, 331.43748947, 1
-354.63521839, -44.52403454, 8
-236.60719186, -176.76851607, 8
-100.30077090, 220.03408274, 7
35.21031721, 12.73811643, 5
166.28934920, 236.42549815, 1
162.32210777, 255.08283118, 1
-284.05178576, -31.68841028, 8
10.96244573, -152.86638886, 0
-253.21118489, -360.61117635, 9
100.74439935, 253.91045364, 1
113.08286745, -142.45810153, 0
-258.91185444, 299.07008590, 2
-33.47893048, 248.20897229, 7
-337.30319255, -99.54076858, 8
-212.47596028, -370.64671701, 4
253.48044612, -341.65837584, 3
399.34869612, -249.16922596, 3
138.53801897, 356.41569185, 1
384.94782739, -308.61098645, 3
-238.46864898, 189.73512280, 2
-8.89340978, 232.13417704, 7
-256.94101291, 273.02838191, 2
-308.75263581, -135.81063775, 8
-216.96142829, -389.96371697, 4
133.10235035, -303.34182098, 6
-187.25105338, 130.86764958, 2
-12.87168367, 193.47658257, 7
161.80760451, 243.33777311, 1
-402.22171373, 18.99873745, 8
301.38807443, -322.51054916, 3
-130.65952670, 221.93247762, 2
136.06318509, -321.91152199, 6
194.43059406, -235.41127346, 6
-298.12210520, -34.37658251, 8
141.07433055, 107.81667982, 5
-317.34383343, -345.49614110, 9
-345.97219286, -252.62536642, 9
-159.66571930, -456.65205791, 4
236.52038942, -330.26302749, 6
153.41844712, -312.15692380, 6
-150.57733438, -411.01223719, 4
-280.01593838, -327.12794325, 9
133.15677823, -297.71345975, 6
-377.35945596, -21.82926048, 8
8.02691954, -108.87702960, 0
191.82023372, -386.04838135, 6
55.51011170, 33.16927374, 5
194.80073049, -316.00189768, 6
-154.32896836, -383.12395788, 4
-228.47831165, 219.44374002, 2
121.86458221, -251.61388473, 6
136.38290476, 321.34887531, 1
-94.71958882, 248.82415491, 7
-316.07327729, -63.57297003, 8
-34.38832331, 134.97540875, 7
-368.54485291, 29.97956523, 8
67.78969056, 229.94111881, 1
-159.08149223, 156.47838211, 2
79.76466009, 6.55529620, 5
-4.85471083, 168.87204452, 7
-159.45736470, 280.03717252, 2
-49.93443493, -334.99709583, 4
-144.26472063, 218.37820117, 2
302.93757421, -219.67224253, 3
118.29825804, 314.89221464, 1
198.41492425, 268.84002874, 1
37.33060784, -81.19135830, 0
74.89331702, 285.47440214, 1
182.21140404, -73.70875829, 5
-79.70208865, 145.96099009, 7
-129.88455366, 267.11312461, 2
133.01176736, -283.47921012, 6
167.11804143, 287.73587857, 1
92.15484720, -338.51534910, 6
-54.47723729, 254.33734906, 7
339.06862557, -279.03322123, 3
-13.13557301, 161.38605886, 7
131.99339154, -4.93706164, 5
-147.59828818, 159.51281723, 2
94.12784469, 52.35795176, 5
287.46882965, -326.60826429, 3
117.71083325, 131.64910055, 5
-99.99174344, -236.77662502, 0
-128.74844339, -469.38407947, 4
245.66283654, 250.28909210, 1
-267.31052889, -345.02398876, 9
194.96581376, -293.96874929, 6
96.60025689, 286.52688652, 1
113.21538147, -340.55874061, 6
94.96007149, 288.39841755, 1
-92.54309759, -485.57696633, 4
214.75272737, -289.50105355, 6
16.80589764, 80.44476702, 5
-228.28728426, 258.61649035, 2
-22.45510445, 110.99426090, 7
114.35488546, 192.38686880, 1
-71.07533119, 162.01771691, 7
-317.77908020, 199.85822157, 2
-75.74276439, -289.56644317, 4
42.04432264, -21.60597337, 5
-84.91922030, 185.01612739, 7
-89.52794031, 176.98508332, 7
-149.60086431, -406.48904751, 4
-117.76317549, 169.42844943, 7
87.57914991, 215.48598869, 1
-348.52707050, -54.83496373, 8
-251.76458113, -359.25848635, 9
99.91298094, -196.05010902, 0
298.43584217, -334.30139676, 3
159.57792227, 233.67404861, 1
-374.78807427, 28.82499803, 8
-361.57779852, -384.49548164, 9
-189.15450868, 238.49485333, 2
155.56276759, -211.46603710, 6
-198.33887493, 248.81351470, 2
120.79640107, -288.71504549, 6
300.07699478, -276.82158195, 3
47.31248831, -188.29438623, 0
-268.68406569, 212.35340638, 2
-363.12800993, -93.39840569, 8
-122.27187390, -384.66282875, 4
145.12221345, 87.18001007, 5
171.46155884, 203.08808137, 1
167.02406126, -389.90813903, 6
-146.67881038, 245.28118572, 2
-204.77967556, 337.81265493, 2
-396.52656303, 20.25596768, 8
293.37354461, -297.22758059, 3
-99.17574563, -179.08174199, 0
-159.71040320, 330.16402291, 2
196.83013370, 321.74232107, 1
15.71339750, 163.76918045, 7
352.47121242, -175.80216805, 3
164.69814500, -278.59494274, 6
255.92114228, -313.60584799, 3
116.30417571, -21.62212172, 5
-361.83976364, -18.31293317, 8
45.41484268, -325.96862854, 6
119.23017810, -308.25577409, 6
110.03495921, -235.44431435, 6
66.76303751, 267.55355495, 1
-343.45085302, -408.58759959, 9
-228.50954110, -325.50556651, 9
-286.73030461, -381.15601791, 9
-80.06084539, 93.22095653, 7
-323.29411749, -343.52843637, 9
2.72036215, -72.72975832, 0
183.18691109, -318.69959495, 6
-162.71076829, -457.56943728, 4
379.48534408, -314.08461364, 3
-2.74469152, -75.87945108, 0
72.27896915, 30.74273830, 5
-186.83719397, -319.07866565, 4
